iter	RMSE
154	3.053092645
155	3.049893917
156	3.045004215
157	3.038690995
158	3.032607896
159	3.024534651
160	3.013854579
161	3.007898027
162	3.001227309
163	2.989195295
164	2.989020732
165	2.986959521
166	2.982837884
167	2.978765266
168	2.970705798
169	2.97051171
170	2.963261413
171	2.958232505
172	2.95533817
173	2.95400689
174	2.943862193
175	2.940732293
176	2.936373898
177	2.929716403
178	2.923360712
179	2.921564189
180	2.916260856
181	2.914335863
182	2.908775194
183	2.904866093
184	2.903954408
185	2.897364158
186	2.889010269
187	2.887276506
188	2.87842207
189	2.871563627
190	2.863693744
191	2.854966174
192	2.851651958
193	2.845066153
194	2.838524431
195	2.834992121
196	2.828338001
197	2.826103976
198	2.819599956
199	2.814016645
200	2.813413461
201	2.808732263
202	2.806299292
203	2.801265199
204	2.798625279
205	2.788135199
206	2.786992973
207	2.782016552
208	2.778313458
209	2.778188969
210	2.77731597
211	2.773706428
212	2.76583386
213	2.761372971
214	2.755287245
215	2.754417243
216	2.748418626
217	2.741326797
218	2.739918037
219	2.733265076
220	2.732610218
221	2.729930267
222	2.723815616
223	2.715199291
224	2.706892287
225	2.704253231
226	2.701822145
227	2.693774216
228	2.693297734
229	2.689465754
230	2.686673663
231	2.68069475
232	2.67918425
233	2.67779486
234	2.671076545
235	2.664824214
236	2.662685417
237	2.656426308
238	2.650617869
239	2.649435075
240	2.643885057
241	2.642690889
242	2.642512714
243	2.63768924
244	2.633919989
245	2.633772042
246	2.625190189
247	2.620571535
248	2.620338976
249	2.615254896
250	2.611040643
251	2.604718559
252	2.604520917
253	2.600847584
254	2.596647582
255	2.592508711
256	2.589555465
257	2.588095877
258	2.581833471
259	2.577691935
260	2.574381878
261	2.571031525
262	2.57011105
263	2.563193375
264	2.560301479
265	2.559464607
266	2.558376173
267	2.551695067
268	2.548030873
269	2.546001428
270	2.540336846
271	2.537677145
272	2.533072553
273	2.532948133
274	2.530533518
275	2.528356798
276	2.524142918
277	2.52353328
278	2.519184952
279	2.518242987
280	2.512674235
281	2.510105084
282	2.506465665
283	2.497894472
284	2.497780741
285	2.492803877
286	2.490013194
287	2.483857997
288	2.482008352
289	2.479058463
290	2.478602833
291	2.476924624
292	2.473280945
293	2.47008445
294	2.470006722
295	2.465811851
296	2.460986965
297	2.45833641
298	2.455378801
299	2.450412138
300	2.448759569
301	2.447336852
302	2.443537198
303	2.44269893
304	2.439778609
305	2.434113608
306	2.433549634
307	2.43137373
308	2.426654563
309	2.424035818
310	2.421729819
311	2.417557873
312	2.415616255
313	2.410901173
314	2.410668138
315	2.404323783
316	2.400542384
317	2.397429579
318	2.392252209
319	2.390557235
320	2.387625917
321	2.383744587
322	2.378039479
323	2.374917571
324	2.369464991
325	2.365223169
326	2.360054195
327	2.358143069
328	2.357042133
329	2.353994152
330	2.351864862
331	2.348173692
332	2.344300418
333	2.343216194
334	2.337119517
335	2.335171734
336	2.330215185
337	2.325433452
338	2.322331311
339	2.316824708
340	2.313530004
341	2.311225614
342	2.308063304
343	2.306612098
344	2.305510216
345	2.301540412
346	2.296163807
347	2.294144815
348	2.290057265
349	2.287023771
350	2.28216151
351	2.277775102
352	2.276223568
353	2.273084436
354	2.268715667
355	2.262911506
356	2.261033602
357	2.257070539
358	2.252456173
359	2.248052456
360	2.245531295
361	2.240923633
362	2.238063298
363	2.232977446
364	2.231973541
365	2.231925648
366	2.231552858
367	2.22945931
368	2.223437196
369	2.217146507
370	2.21345381
371	2.21119867
372	2.209074075
373	2.207854275
374	2.205469421
375	2.201174301
376	2.197632857
377	2.193118157
378	2.187963816
379	2.185925034
380	2.182398068
381	2.180200055
382	2.17754572
383	2.174069943
384	2.169849206
385	2.167643798
386	2.16373274
387	2.161776483
388	2.158748988
389	2.15782776
390	2.151275772
391	2.148933593
392	2.1448968
393	2.142055381
394	2.139582802
395	2.136875179
396	2.133839221
397	2.129667099
398	2.126937792
399	2.12236263
400	2.115415508
401	2.110131589
402	2.105515977
403	2.104499681
404	2.101590804
405	2.099578769
406	2.096786201
407	2.093343201
408	2.091204993
409	2.08843356
410	2.08545744
411	2.082994824
412	2.080401455
413	2.076641804
414	2.073110078
415	2.069699684
416	2.068661777
417	2.067222919
418	2.06383071
419	2.061974373
420	2.058343468
421	2.054561397
422	2.049613179
423	2.047964256
424	2.044696793
425	2.040849006
426	2.037417449
427	2.034877139
428	2.033151492
429	2.028921231
430	2.027492812
431	2.025505792
432	2.024867154
433	2.022859994
434	2.021269972
435	2.019936213
436	2.017591618
437	2.016890466
438	2.014847442
439	2.013817883
440	2.013259082
441	2.008489652
442	2.007069355
443	2.004923198
444	2.004291227
445	2.001492419
446	2.000231526
447	1.998879389
448	1.997674041
449	1.994531991
450	1.992754703
451	1.990846366
452	1.989133446
453	1.987370995
454	1.98651768
455	1.98535325
456	1.982456437
457	1.981945344
458	1.979278559
459	1.976428038
460	1.976109577
461	1.974169932
462	1.968623055
463	1.96294354
464	1.961541666
465	1.958806312
466	1.955962462
467	1.952272703
468	1.948130922
469	1.947210155
470	1.944257111
471	1.943877343
472	1.942274885
473	1.94009264
474	1.939513311
475	1.93693066
476	1.932956741
477	1.931230234
478	1.929172541
479	1.929135925
480	1.927796384
481	1.926546531
482	1.925112791
483	1.923659815
484	1.922238581
485	1.919401191
486	1.917199948
487	1.915565659
488	1.913919694
489	1.910734441
490	1.906893051
491	1.905197563
492	1.901832434
493	1.899492623
494	1.897662315
495	1.895444809
496	1.894754832
497	1.894378718
498	1.894124683
499	1.891461699
500	1.888424618
501	1.886137356
502	1.885495599
503	1.884517416
504	1.882476521
505	1.879231086
506	1.875721162
507	1.872055002
508	1.871180215
509	1.866270852
510	1.864862204
511	1.862385831
512	1.86202677
513	1.859680861
514	1.858872376
515	1.855710821
516	1.854966972
517	1.854125646
518	1.852585324
519	1.849609267
520	1.846621514
521	1.84493471
522	1.843686199
523	1.839761027
524	1.837026048
525	1.835149453
526	1.833860865
527	1.832094325
528	1.828648984
529	1.826050369
530	1.825295634
531	1.822852909
532	1.821057239
533	1.820183373
534	1.819542714
535	1.818299881
536	1.817225129
537	1.816678019
538	1.815225361
539	1.813767143
540	1.81158281
541	1.810212085
542	1.809393268
543	1.808153158
544	1.807742894
545	1.80767926
546	1.806814351
547	1.806333157
548	1.803139681
549	1.801807717
550	1.801052821
551	1.796093476
552	1.794302175
553	1.790891665
554	1.78823165
555	1.783420889
556	1.782323779
557	1.77979532
558	1.777561614
559	1.776259399
560	1.773689691
561	1.771636141
562	1.770929062
563	1.770002996
564	1.767910563
565	1.762561847
566	1.759486059
567	1.757718567
568	1.755714763
569	1.751876905
570	1.750833783
571	1.749312604
572	1.747282423
573	1.747142568
574	1.745906937
575	1.744082657
576	1.743247765
577	1.740024219
578	1.737474293
579	1.73519012
580	1.73320723
581	1.732011063
582	1.729401503
583	1.725900164
584	1.724747341
585	1.723148385
586	1.720792218
587	1.720024623
588	1.717645986
589	1.71715363
590	1.715069592
591	1.712271691
592	1.712018997
593	1.710036473
594	1.708762886
595	1.705779834
596	1.702454487
597	1.701145181
598	1.700548841
599	1.69854191
600	1.697552726
601	1.695801629
602	1.694160581
603	1.692453996
604	1.691994405
605	1.690969555
606	1.689779363
607	1.688756845
608	1.686142779
609	1.683435946
610	1.682099817
611	1.679510443
612	1.678090031
613	1.674477368
614	1.670348772
615	1.668844226
616	1.667307616
617	1.666566756
618	1.664860146
619	1.662323116
620	1.659473388
621	1.658284145
622	1.654442042
623	1.653055869
624	1.651017901
625	1.650570021
626	1.648294603
627	1.647193752
628	1.643623745
629	1.641807103
630	1.640477314
631	1.639690054
632	1.637209337
633	1.635710504
634	1.634267383
635	1.632050277
636	1.631532152
637	1.629926212
638	1.626557261
639	1.625063005
640	1.623090336
641	1.620035495
642	1.619891674
643	1.618709607
644	1.616680432
645	1.614092102
646	1.613319705
647	1.613242265
648	1.610610183
649	1.606845429
650	1.604883038
651	1.601652219
652	1.598716672
653	1.598401357
654	1.597045075
655	1.596384508
656	1.594183211
657	1.592543619
658	1.590762641
659	1.588830217
660	1.587667474
661	1.58612427
662	1.58425753
663	1.583348813
664	1.582762201
665	1.580629174
666	1.577969899
667	1.57644252
668	1.574444584
669	1.573696095
670	1.572903712
671	1.570550551
672	1.568812992
673	1.567458084
674	1.56732164
675	1.566874711
676	1.566766473
677	1.565961535
678	1.565408672
679	1.563334608
680	1.56238846
681	1.560642787
682	1.559111224
683	1.558286467
684	1.55760299
685	1.554623043
686	1.552593669
687	1.550477644
688	1.54993723
689	1.548931799
690	1.547741869
691	1.545366403
692	1.544867012
693	1.544207179
694	1.542685935
695	1.54238961
696	1.540383632
697	1.539086998
698	1.537931116
699	1.536613453
700	1.536288466
701	1.534090893
702	1.532405546
703	1.530779464
704	1.527757163
705	1.526598823
706	1.524304766
707	1.522987211
708	1.521775388
709	1.521704994
710	1.521444882
711	1.519837191
712	1.51845301
713	1.517999884
714	1.517033917
715	1.515638162
716	1.513439782
717	1.511246377
718	1.510232431
719	1.508537469
720	1.507838407
721	1.507678053
722	1.506914534
723	1.504648099
724	1.503352604
725	1.501593153
726	1.499666818
727	1.498181446
728	1.497547807
729	1.496191317
730	1.494742142
731	1.492633992
732	1.491221941
733	1.490787714
734	1.49077571
735	1.489648796
736	1.488258271
737	1.487959167
738	1.486418227
739	1.483843044
740	1.483512204
741	1.482321783
742	1.480517614
743	1.478553884
744	1.47689282
745	1.474578949
746	1.473573181
747	1.470363257
748	1.470064732
749	1.469284783
750	1.468255819
751	1.466367587
752	1.464830884
753	1.464315766
754	1.463909925
755	1.462370599
756	1.461906018
757	1.460332032
758	1.459294979
759	1.45755077
760	1.456107941
761	1.455456922
762	1.454756299
763	1.451483155
764	1.450044207
765	1.448969688
766	1.448160684
767	1.447488325
768	1.446110994
769	1.443949915
770	1.443567522
771	1.442490919
772	1.439813255
773	1.439071641
774	1.436991296
775	1.435502032
776	1.434025261
777	1.432345504
778	1.432006919
779	1.431488405
780	1.429484196
781	1.426839772
782	1.425559491
783	1.425546031
784	1.423503589
785	1.421214969
786	1.419652943
787	1.4181218
788	1.417721167
789	1.415533466
790	1.415045391
791	1.414513305
792	1.412654868
793	1.411624995
794	1.410458924
795	1.409996485
796	1.408923507
797	1.407497431
798	1.405259997
799	1.404034055
800	1.403359931
801	1.401633026
802	1.400505498
803	1.398040014
804	1.397751984
805	1.397034538
806	1.395516434
807	1.39525194
808	1.394242572
809	1.393735502
810	1.392218782
811	1.39187645
812	1.390949921
813	1.386160494
814	1.383825679
815	1.38235681
816	1.38066128
817	1.377579354
818	1.376272812
819	1.375326419
820	1.373693805
821	1.373422637
822	1.371805454
823	1.370458602
824	1.369569063
825	1.367418676
826	1.36657391
827	1.36424941
828	1.362447904
829	1.360404516
830	1.359876532
831	1.35947594
832	1.355966505
833	1.354742717
834	1.352881323
835	1.352278194
836	1.351417854
837	1.34987858
838	1.348925825
839	1.348011042
840	1.345086535
841	1.343764014
842	1.343445205
843	1.341687165
844	1.340599455
845	1.339627185
846	1.33852526
847	1.33633804
848	1.336221924
849	1.3357387
850	1.335181016
851	1.33471915
852	1.333752199
853	1.333260879
854	1.332605339
855	1.331544846
856	1.329521923
857	1.327357632
858	1.326922992
859	1.325574324
860	1.324623766
861	1.324104115
862	1.322043889
863	1.321419219
864	1.32014574
865	1.319413024
866	1.318582423
867	1.316762837
868	1.315665202
869	1.313792936
870	1.312959585
871	1.312333501
872	1.311761818
873	1.310460448
874	1.309405001
875	1.309024358
876	1.307609651
877	1.307334561
878	1.305225494
879	1.304893526
880	1.303348357
881	1.302257527
882	1.301933045
883	1.301008633
884	1.300482223
885	1.299372977
886	1.298494167
887	1.297339719
888	1.295780815
889	1.294134519
890	1.293663142
891	1.293215348
892	1.291184918
893	1.290693051
894	1.289568283
895	1.288221763
896	1.288081114
897	1.28762912
898	1.286366285
899	1.286089196
900	1.285055626
901	1.283381667
902	1.281613583
903	1.281113396
904	1.279357227
905	1.276738199
906	1.27407083
907	1.272895328
908	1.27041995
909	1.269754315
910	1.267216416
911	1.264936701
912	1.264207411
913	1.262533171
914	1.261340782
915	1.258596204
916	1.257363395
917	1.256736966
918	1.255242967
919	1.254862919
920	1.254118404
921	1.253105019
922	1.252410784
923	1.251021881
924	1.250350391
925	1.250206749
926	1.250192315
927	1.249283312
928	1.248924904
929	1.247096114
930	1.245408469
931	1.244298457
932	1.242511307
933	1.242134438
934	1.240523737
935	1.238111163
936	1.235814585
937	1.234103383
938	1.233731758
939	1.232571607
940	1.231412521
941	1.231129977
942	1.229759953
943	1.228905381
944	1.228399885
945	1.227205592
946	1.225153181
947	1.22446637
948	1.22286298
949	1.222389928
950	1.221332555
951	1.220513147
952	1.220450542
953	1.219368122
954	1.219178685
955	1.218653843
956	1.216801587
957	1.215717153
958	1.21493942
959	1.214426916
960	1.213155031
961	1.211707142
962	1.210762659
963	1.210040637
964	1.208886255
965	1.207363336
966	1.206553576
967	1.205199781
968	1.203754167
969	1.202883735
970	1.201061474
971	1.200275271
972	1.200014069
973	1.198931994
974	1.198669781
975	1.197164714
976	1.197142581
977	1.194818483
978	1.193963797
979	1.192740767
980	1.191976463
981	1.191590534
982	1.190812492
983	1.189491572
984	1.188963738
985	1.188851619
986	1.187456122
987	1.186634921
988	1.185874153
989	1.184748425
990	1.183569653
991	1.181456415
992	1.181400659
993	1.180681715
994	1.179921515
995	1.17819225
996	1.177080505
997	1.176748168
998	1.175909578
999	1.174452531
