iter	Passed	Remaining
229	1964	6575
230	1970	6558
231	1975	6540
232	1981	6521
233	1986	6502
234	1992	6485
235	1998	6468
236	2003	6450
237	2009	6434
238	2021	6438
239	2029	6425
240	2035	6409
241	2040	6391
242	2045	6373
243	2051	6356
244	2057	6340
245	2062	6321
246	2068	6305
247	2074	6289
248	2079	6272
249	2092	6277
250	2098	6263
251	2114	6276
252	2120	6259
253	2127	6247
254	2132	6231
255	2138	6215
256	2144	6200
257	2153	6192
258	2158	6176
259	2164	6160
260	2169	6144
261	2175	6128
262	2180	6111
263	2186	6096
264	2192	6081
265	2198	6066
266	2203	6050
267	2209	6035
268	2220	6034
269	2231	6033
270	2266	6096
271	2274	6087
272	2280	6072
273	2286	6057
274	2292	6043
275	2297	6027
276	2304	6013
277	2309	5997
278	2316	5986
279	2322	5971
280	2327	5956
281	2333	5941
282	2339	5928
283	2345	5913
284	2351	5898
285	2356	5883
286	2361	5867
287	2367	5853
288	2373	5838
289	2378	5823
290	2385	5811
291	2390	5795
292	2396	5782
293	2402	5769
294	2408	5754
295	2437	5796
296	2456	5814
297	2468	5815
298	2474	5801
299	2480	5787
300	2487	5777
301	2493	5763
302	2499	5749
303	2505	5736
304	2511	5722
305	2516	5708
306	2522	5693
307	2527	5678
308	2538	5677
309	2554	5684
310	2562	5677
311	2573	5674
312	2581	5665
313	2589	5656
314	2596	5647
315	2606	5641
316	2614	5632
317	2621	5622
318	2629	5612
319	2637	5603
320	2644	5594
321	2652	5585
322	2660	5576
323	2668	5568
324	2676	5559
325	2685	5552
326	2693	5544
327	2702	5536
328	2711	5530
329	2721	5525
330	2730	5517
331	2738	5510
332	2747	5503
333	2755	5495
334	2764	5486
335	2772	5479
336	2779	5469
337	2785	5456
338	2791	5442
339	2797	5429
340	2802	5416
341	2814	5415
342	2820	5402
343	2826	5389
344	2831	5376
345	2837	5363
346	2843	5350
347	2849	5338
348	2855	5325
349	2861	5313
350	2866	5300
351	2872	5288
352	2878	5275
353	2883	5262
354	2889	5249
355	2895	5238
356	2901	5225
357	2906	5213
358	2912	5201
359	2918	5188
360	2924	5176
361	2930	5164
362	2936	5152
363	2941	5140
364	2947	5128
365	2953	5116
366	2958	5102
367	2964	5090
368	2969	5078
369	2976	5067
370	2982	5056
371	2988	5044
372	2993	5032
373	2999	5020
374	3005	5008
375	3020	5013
376	3027	5003
377	3034	4992
378	3040	4981
379	3045	4969
380	3051	4958
381	3057	4946
382	3062	4934
383	3068	4922
384	3074	4910
385	3079	4898
386	3085	4886
387	3091	4876
388	3096	4864
389	3102	4852
390	3108	4841
391	3114	4830
392	3120	4818
393	3125	4807
394	3131	4796
395	3136	4784
396	3143	4774
397	3149	4763
398	3154	4752
399	3161	4741
400	3166	4730
401	3175	4723
402	3180	4711
403	3185	4699
404	3191	4688
405	3197	4677
406	3202	4666
407	3209	4656
408	3214	4644
409	3220	4634
410	3226	4623
411	3231	4612
412	3237	4601
413	3243	4591
414	3249	4580
415	3255	4570
416	3261	4559
417	3266	4548
418	3271	4537
419	3278	4527
420	3284	4516
421	3290	4506
422	3295	4495
423	3301	4485
424	3307	4475
425	3313	4465
426	3319	4454
427	3325	4444
428	3330	4433
429	3336	4422
430	3345	4416
431	3350	4405
432	3355	4394
433	3361	4384
434	3367	4373
435	3372	4362
436	3378	4353
437	3384	4342
438	3389	4331
439	3394	4320
440	3400	4310
441	3406	4300
442	3412	4290
443	3418	4281
444	3433	4282
445	3447	4282
446	3459	4279
447	3469	4275
448	3476	4266
449	3482	4256
450	3488	4246
451	3494	4236
452	3499	4226
453	3505	4216
454	3511	4205
455	3516	4195
456	3522	4185
457	3528	4175
458	3533	4165
459	3539	4155
460	3545	4145
461	3550	4135
462	3557	4125
463	3563	4115
464	3567	4105
465	3573	4094
466	3579	4085
467	3585	4075
468	3591	4066
469	3596	4056
470	3602	4046
471	3608	4036
472	3613	4026
473	3619	4016
474	3625	4006
475	3631	3997
476	3636	3987
477	3642	3978
478	3648	3968
479	3654	3958
480	3660	3949
481	3666	3940
482	3671	3930
483	3677	3920
484	3683	3910
485	3688	3901
486	3694	3891
487	3700	3882
488	3706	3872
489	3712	3863
490	3718	3854
491	3723	3844
492	3728	3834
493	3734	3825
494	3740	3816
495	3746	3806
496	3752	3797
497	3757	3787
498	3762	3777
499	3768	3768
500	3774	3759
501	3780	3750
502	3786	3741
503	3791	3731
504	3797	3722
505	3803	3713
506	3809	3703
507	3815	3695
508	3821	3686
509	3827	3677
510	3833	3668
511	3839	3659
512	3844	3649
513	3850	3640
514	3855	3630
515	3861	3621
516	3866	3612
517	3872	3603
518	3877	3593
519	3884	3585
520	3889	3576
521	3895	3566
522	3900	3557
523	3906	3548
524	3912	3539
525	3918	3531
526	3923	3521
527	3929	3512
528	3935	3503
529	3941	3494
530	3946	3485
531	3951	3476
532	3957	3467
533	3963	3458
534	3968	3449
535	3974	3440
536	3979	3431
537	3985	3422
538	3991	3413
539	3997	3404
540	4002	3395
541	4010	3388
542	4017	3380
543	4022	3371
544	4028	3363
545	4033	3353
546	4038	3344
547	4044	3335
548	4049	3326
549	4055	3318
550	4060	3308
551	4066	3300
552	4072	3291
553	4078	3283
554	4084	3275
555	4090	3266
556	4096	3258
557	4102	3249
558	4108	3241
559	4114	3233
560	4120	3224
561	4126	3215
562	4133	3208
563	4138	3199
564	4144	3190
565	4150	3182
566	4156	3173
567	4162	3165
568	4167	3156
569	4173	3148
570	4179	3139
571	4185	3131
572	4191	3123
573	4198	3115
574	4204	3107
575	4209	3098
576	4215	3090
577	4221	3082
578	4226	3073
579	4232	3064
580	4237	3056
581	4243	3047
582	4249	3039
583	4255	3031
584	4261	3023
585	4267	3015
586	4275	3008
587	4281	3000
588	4287	2991
589	4292	2983
590	4298	2974
591	4304	2966
592	4309	2957
593	4315	2949
594	4320	2940
595	4326	2932
596	4332	2924
597	4337	2916
598	4342	2907
599	4348	2899
600	4354	2890
601	4360	2882
602	4365	2874
603	4371	2866
604	4376	2857
605	4382	2849
606	4388	2841
607	4394	2833
608	4399	2824
609	4405	2816
610	4411	2808
611	4417	2800
612	4423	2792
613	4429	2784
614	4435	2776
615	4441	2768
616	4447	2760
617	4452	2752
618	4458	2744
619	4464	2736
620	4469	2727
621	4475	2719
622	4482	2712
623	4489	2705
624	4495	2697
625	4500	2688
626	4506	2680
627	4511	2672
628	4518	2664
629	4524	2657
630	4530	2649
631	4535	2641
632	4541	2633
633	4547	2625
634	4552	2617
635	4559	2609
636	4564	2601
637	4570	2593
638	4576	2585
639	4582	2577
640	4588	2569
641	4594	2561
642	4600	2554
643	4605	2545
644	4610	2537
645	4616	2529
646	4622	2522
647	4628	2514
648	4634	2506
649	4639	2498
650	4645	2490
651	4652	2483
652	4657	2475
653	4663	2467
654	4668	2459
655	4673	2450
656	4679	2443
657	4685	2435
658	4691	2427
659	4697	2419
660	4703	2412
661	4708	2404
662	4714	2396
663	4720	2388
664	4726	2380
665	4732	2373
666	4737	2365
667	4743	2357
668	4749	2349
669	4755	2342
670	4760	2334
671	4766	2326
672	4773	2319
673	4778	2311
674	4784	2303
675	4790	2296
676	4796	2288
677	4801	2280
678	4807	2272
679	4812	2264
680	4818	2257
681	4824	2249
682	4830	2241
683	4835	2234
684	4841	2226
685	4847	2218
686	4853	2211
687	4859	2203
688	4864	2195
689	4869	2187
690	4875	2180
691	4881	2172
692	4887	2165
693	4892	2157
694	4900	2150
695	4907	2143
696	4912	2135
697	4918	2128
698	4923	2120
699	4929	2112
700	4934	2104
701	4940	2097
702	4946	2089
703	4953	2082
704	4958	2074
705	4964	2067
706	4970	2059
707	4976	2052
708	4981	2044
709	4987	2037
710	4993	2029
711	5016	2029
712	5025	2022
713	5031	2015
714	5036	2007
715	5042	2000
716	5048	1992
717	5054	1985
718	5061	1978
719	5067	1970
720	5072	1963
721	5078	1955
722	5085	1948
723	5090	1940
724	5096	1933
725	5102	1925
726	5108	1918
727	5113	1910
728	5119	1903
729	5125	1895
730	5131	1888
731	5137	1880
732	5142	1873
733	5147	1865
734	5155	1858
735	5160	1851
736	5166	1843
737	5171	1836
738	5177	1828
739	5183	1821
740	5189	1813
741	5195	1806
742	5200	1798
743	5206	1791
744	5212	1784
745	5218	1776
746	5224	1769
747	5230	1762
748	5235	1754
749	5241	1747
750	5247	1739
751	5256	1733
752	5262	1726
753	5269	1719
754	5275	1711
755	5281	1704
756	5287	1697
757	5293	1690
758	5299	1682
759	5305	1675
760	5311	1668
761	5316	1660
762	5323	1653
763	5329	1646
764	5335	1638
765	5340	1631
766	5346	1624
767	5352	1616
768	5357	1609
769	5363	1602
770	5369	1594
771	5376	1587
772	5381	1580
773	5387	1573
774	5393	1565
775	5398	1558
776	5404	1551
777	5410	1543
778	5416	1536
779	5434	1532
780	5446	1527
781	5464	1523
782	5473	1517
783	5480	1509
784	5486	1502
785	5493	1495
786	5499	1488
787	5504	1481
788	5510	1473
789	5516	1466
790	5523	1459
791	5529	1452
792	5534	1444
793	5540	1437
794	5546	1430
795	5551	1422
796	5557	1415
797	5563	1408
798	5568	1400
799	5574	1393
800	5580	1386
801	5586	1379
802	5592	1371
803	5598	1364
804	5603	1357
805	5608	1350
806	5614	1342
807	5619	1335
808	5625	1328
809	5631	1320
810	5637	1313
811	5642	1306
812	5648	1299
813	5654	1292
814	5660	1284
815	5665	1277
816	5671	1270
817	5677	1263
818	5683	1255
819	5688	1248
820	5694	1241
821	5700	1234
822	5706	1227
823	5712	1220
824	5718	1212
825	5724	1205
826	5730	1198
827	5736	1191
828	5742	1184
829	5748	1177
830	5753	1170
831	5760	1163
832	5766	1155
833	5771	1148
834	5777	1141
835	5783	1134
836	5789	1127
837	5794	1120
838	5800	1113
839	5806	1105
840	5812	1098
841	5817	1091
842	5824	1084
843	5832	1077
844	5838	1070
845	5844	1063
846	5852	1057
847	5858	1050
848	5866	1043
849	5873	1036
850	5883	1030
851	5891	1023
852	5900	1016
853	5908	1010
854	5914	1003
855	5926	997
856	5933	990
857	5939	982
858	5944	975
859	5950	968
860	5956	961
861	5961	954
862	5966	947
863	5972	940
864	5978	932
865	5983	925
866	5989	918
867	5995	911
868	6021	907
869	6030	901
870	6041	894
871	6050	888
872	6058	881
873	6064	874
874	6070	867
875	6076	860
876	6082	853
877	6088	845
878	6094	838
879	6100	831
880	6105	824
881	6111	817
882	6116	810
883	6122	803
884	6129	796
885	6135	789
886	6140	782
887	6146	775
888	6152	768
889	6158	761
890	6164	754
891	6169	747
892	6176	740
893	6181	732
894	6187	725
895	6194	718
896	6199	711
897	6205	704
898	6210	697
899	6216	690
900	6222	683
901	6228	676
902	6236	669
903	6241	662
904	6248	655
905	6254	648
906	6260	641
907	6266	634
908	6272	627
909	6278	620
910	6283	613
911	6289	606
912	6295	599
913	6301	592
914	6307	585
915	6312	578
916	6318	571
917	6324	564
918	6330	557
919	6335	550
920	6341	543
921	6346	536
922	6352	529
923	6358	523
924	6364	516
925	6370	509
926	6375	502
927	6381	495
928	6386	488
929	6393	481
930	6398	474
931	6404	467
932	6410	460
933	6415	453
934	6421	446
935	6428	439
936	6440	433
937	6453	426
938	6480	420
939	6486	414
940	6494	407
941	6500	400
942	6506	393
943	6512	386
944	6518	379
945	6524	372
946	6530	365
947	6535	358
948	6541	351
949	6547	344
950	6552	337
951	6559	330
952	6564	323
953	6570	316
954	6576	309
955	6581	302
956	6587	295
957	6593	289
958	6599	282
959	6605	275
960	6610	268
961	6616	261
962	6622	254
963	6628	247
964	6633	240
965	6640	233
966	6646	226
967	6651	219
968	6658	213
969	6663	206
970	6669	199
971	6674	192
972	6680	185
973	6686	178
974	6691	171
975	6697	164
976	6702	157
977	6709	150
978	6714	144
979	6720	137
980	6726	130
981	6732	123
982	6737	116
983	6743	109
984	6749	102
985	6755	95
986	6761	89
987	6767	82
988	6773	75
989	6779	68
990	6784	61
991	6790	54
992	6797	47
993	6802	41
994	6808	34
995	6814	27
996	6820	20
997	6826	13
998	6832	6
999	6838	0
