iter	RMSE
128	3.056205998
129	3.049381534
130	3.038728915
131	3.031023561
132	3.019638261
133	3.014432317
134	3.009550256
135	3.003348165
136	2.996465002
137	2.989170664
138	2.982261641
139	2.972948181
140	2.965778618
141	2.959191589
142	2.953685179
143	2.94773579
144	2.94287144
145	2.93659954
146	2.928590838
147	2.925036817
148	2.9164153
149	2.907527056
150	2.900529187
151	2.895067698
152	2.888474745
153	2.885789275
154	2.880305021
155	2.87364799
156	2.863758811
157	2.856592367
158	2.849057201
159	2.845310833
160	2.84110967
161	2.835468588
162	2.826499989
163	2.814498608
164	2.809194465
165	2.803486307
166	2.797077398
167	2.789961169
168	2.78443195
169	2.778425241
170	2.766666429
171	2.763256438
172	2.758621191
173	2.751584373
174	2.747947597
175	2.740312441
176	2.737479392
177	2.732446493
178	2.727429112
179	2.723258037
180	2.714373046
181	2.71158902
182	2.707385993
183	2.702485854
184	2.69448281
185	2.692780638
186	2.689601541
187	2.683199376
188	2.678028095
189	2.672541761
190	2.664871869
191	2.661597767
192	2.658973715
193	2.654128527
194	2.65030446
195	2.645467809
196	2.638967699
197	2.636478942
198	2.630915427
199	2.626546248
200	2.621985254
201	2.620578548
202	2.616186246
203	2.609857235
204	2.60240923
205	2.596866969
206	2.593227677
207	2.586831115
208	2.57971299
209	2.57572925
210	2.573798702
211	2.569035329
212	2.564123573
213	2.562130742
214	2.55892384
215	2.553886997
216	2.547936718
217	2.540442558
218	2.529618584
219	2.526147847
220	2.522531047
221	2.514921506
222	2.511231413
223	2.506350169
224	2.50303014
225	2.498532296
226	2.496881498
227	2.493165175
228	2.487503304
229	2.484257053
230	2.479357609
231	2.473247283
232	2.467277697
233	2.461083998
234	2.455054539
235	2.449641237
236	2.446065802
237	2.442826833
238	2.436237911
239	2.434413798
240	2.429965722
241	2.425228164
242	2.420888096
243	2.418644409
244	2.414114143
245	2.411227151
246	2.406417839
247	2.402339787
248	2.398021021
249	2.394712017
250	2.391415938
251	2.386972061
252	2.382261101
253	2.378213668
254	2.375226487
255	2.372211306
256	2.364522061
257	2.362161677
258	2.358890566
259	2.356278134
260	2.353458967
261	2.349331146
262	2.344991842
263	2.3387968
264	2.332621139
265	2.329311877
266	2.326912801
267	2.322566787
268	2.319396586
269	2.316823139
270	2.314204413
271	2.310068769
272	2.307300739
273	2.303598427
274	2.29891265
275	2.293499945
276	2.288914339
277	2.285964321
278	2.281496584
279	2.278963596
280	2.274547222
281	2.271521292
282	2.268829153
283	2.265973249
284	2.263060527
285	2.261049177
286	2.258412456
287	2.25581002
288	2.254016402
289	2.25159987
290	2.249352951
291	2.243456148
292	2.241760245
293	2.2405071
294	2.236144618
295	2.231273506
296	2.228112838
297	2.223867289
298	2.222094259
299	2.216354203
300	2.2136134
301	2.21206075
302	2.208231266
303	2.203843959
304	2.20059715
305	2.198729685
306	2.196889337
307	2.193849139
308	2.188678332
309	2.184833091
310	2.181586603
311	2.17748611
312	2.173986926
313	2.171622547
314	2.169667359
315	2.166003595
316	2.164421913
317	2.161591559
318	2.159075677
319	2.155047516
320	2.151100434
321	2.147113946
322	2.143792939
323	2.14115474
324	2.134798466
325	2.131264522
326	2.126661856
327	2.122479082
328	2.117235644
329	2.111504631
330	2.106745885
331	2.105456798
332	2.101537445
333	2.097841783
334	2.09498278
335	2.091622504
336	2.089177941
337	2.085370209
338	2.084247487
339	2.08213494
340	2.080963332
341	2.078483169
342	2.073539707
343	2.06957501
344	2.064420916
345	2.062589212
346	2.058934407
347	2.057110663
348	2.056435296
349	2.051751852
350	2.049606915
351	2.0459167
352	2.043274966
353	2.040182599
354	2.036448036
355	2.033121598
356	2.028318336
357	2.026309114
358	2.023292748
359	2.019454337
360	2.016437457
361	2.014589556
362	2.012031304
363	2.010234388
364	2.006478549
365	2.004618784
366	2.001970513
367	1.998826569
368	1.996338234
369	1.99392628
370	1.990645022
371	1.987800212
372	1.984961951
373	1.983700321
374	1.980966112
375	1.976782538
376	1.972445085
377	1.96947
378	1.966954678
379	1.961513598
380	1.957712655
381	1.956308303
382	1.95384841
383	1.952349474
384	1.949417796
385	1.946891418
386	1.945146867
387	1.943096627
388	1.942887126
389	1.939786137
390	1.935132633
391	1.932212297
392	1.929075857
393	1.92744464
394	1.923997655
395	1.922878866
396	1.919356345
397	1.914258093
398	1.911114622
399	1.908076476
400	1.905350748
401	1.903682372
402	1.902014031
403	1.900302106
404	1.897798868
405	1.894375652
406	1.892643458
407	1.890568298
408	1.888184416
409	1.886241673
410	1.882918554
411	1.88068169
412	1.878901306
413	1.876155521
414	1.873732363
415	1.871501424
416	1.868927424
417	1.866832274
418	1.864150234
419	1.860675083
420	1.857543029
421	1.854938496
422	1.854184091
423	1.853801178
424	1.851095031
425	1.846180332
426	1.843247536
427	1.839762836
428	1.835774519
429	1.834178606
430	1.832508618
431	1.828381989
432	1.825787952
433	1.824285603
434	1.823075607
435	1.82108434
436	1.818080581
437	1.814847653
438	1.811951457
439	1.809080379
440	1.806348125
441	1.802788441
442	1.800138754
443	1.79715644
444	1.795764327
445	1.794155222
446	1.791370857
447	1.789232274
448	1.787937707
449	1.785361611
450	1.782779292
451	1.780377904
452	1.780004828
453	1.777441522
454	1.774052875
455	1.771431777
456	1.769172783
457	1.765916773
458	1.762570996
459	1.758165993
460	1.755404787
461	1.753907963
462	1.752373023
463	1.750053222
464	1.747441592
465	1.74533262
466	1.743818402
467	1.743109337
468	1.740600632
469	1.73949793
470	1.737278222
471	1.73561045
472	1.733094462
473	1.73017463
474	1.729580682
475	1.728246739
476	1.726527392
477	1.723255376
478	1.722290191
479	1.719753489
480	1.718581791
481	1.71540294
482	1.712550638
483	1.710099993
484	1.706085418
485	1.702563952
486	1.699964005
487	1.697813736
488	1.695926466
489	1.694278904
490	1.692316479
491	1.689446286
492	1.686719649
493	1.68426501
494	1.68209164
495	1.680229412
496	1.677971887
497	1.675607766
498	1.673114536
499	1.671403405
500	1.668024143
501	1.665926942
502	1.663992022
503	1.661676404
504	1.660813548
505	1.659114032
506	1.65716539
507	1.655078109
508	1.653880686
509	1.652490551
510	1.650983396
511	1.648498325
512	1.647524075
513	1.646277325
514	1.644800989
515	1.642029368
516	1.640110977
517	1.638071411
518	1.637377265
519	1.635476741
520	1.632735066
521	1.632043314
522	1.62933777
523	1.628156215
524	1.627079115
525	1.625000604
526	1.623940428
527	1.621760079
528	1.620695479
529	1.620106952
530	1.618378688
531	1.616354751
532	1.615111762
533	1.612302346
534	1.611094473
535	1.609151841
536	1.607262315
537	1.607224042
538	1.604670678
539	1.600733816
540	1.59950168
541	1.596912252
542	1.594834788
543	1.593209064
544	1.591155646
545	1.588867392
546	1.587888827
547	1.585972962
548	1.583676906
549	1.582340908
550	1.580486606
551	1.579238028
552	1.57652726
553	1.573867915
554	1.571670282
555	1.569004814
556	1.567542181
557	1.565262407
558	1.563365116
559	1.561099854
560	1.560144801
561	1.558249321
562	1.555788965
563	1.552544875
564	1.549790723
565	1.548035199
566	1.546037849
567	1.543308995
568	1.54066364
569	1.53867006
570	1.53734271
571	1.536285897
572	1.534325563
573	1.530699797
574	1.529615224
575	1.527436586
576	1.526417165
577	1.524955568
578	1.523961791
579	1.522901595
580	1.521201722
581	1.519320291
582	1.516925759
583	1.514082277
584	1.512794519
585	1.51106784
586	1.509456665
587	1.507731774
588	1.504950592
589	1.503619604
590	1.501665128
591	1.499053365
592	1.497503058
593	1.496111066
594	1.494605943
595	1.494059069
596	1.491385145
597	1.489791391
598	1.487793875
599	1.485884942
600	1.485327696
601	1.483836506
602	1.482642858
603	1.480164795
604	1.479093313
605	1.478678827
606	1.478073703
607	1.477423953
608	1.476220444
609	1.474073367
610	1.473645479
611	1.472264631
612	1.470004436
613	1.467145442
614	1.466672171
615	1.466044355
616	1.464203701
617	1.462451282
618	1.4603173
619	1.45839863
620	1.456492187
621	1.455361055
622	1.45449849
623	1.453154027
624	1.452050755
625	1.449790481
626	1.447484617
627	1.445859403
628	1.444726431
629	1.443140647
630	1.441172497
631	1.439218325
632	1.436690651
633	1.435007318
634	1.433177392
635	1.431086466
636	1.43010122
637	1.428675926
638	1.427205815
639	1.426214782
640	1.425111128
641	1.422432781
642	1.421655739
643	1.420403969
644	1.419115101
645	1.417360898
646	1.416119452
647	1.415164918
648	1.414332686
649	1.413349381
650	1.411042036
651	1.409312682
652	1.408489898
653	1.407454971
654	1.406590433
655	1.405153984
656	1.403598803
657	1.402386173
658	1.400960573
659	1.398943057
660	1.395878207
661	1.394780613
662	1.392652665
663	1.390384558
664	1.387771085
665	1.386263868
666	1.385186617
667	1.383104997
668	1.382231601
669	1.380870408
670	1.379102918
671	1.377238444
672	1.375511572
673	1.374036024
674	1.372219994
675	1.370428205
676	1.369050276
677	1.3675311
678	1.36608176
679	1.364976726
680	1.362463063
681	1.360049963
682	1.35766476
683	1.35567483
684	1.354375518
685	1.351597236
686	1.350895932
687	1.348875895
688	1.347374098
689	1.345087273
690	1.343629159
691	1.342185205
692	1.341337366
693	1.340279173
694	1.33869949
695	1.337296341
696	1.335560132
697	1.333767472
698	1.332141135
699	1.331297434
700	1.329370749
701	1.327278949
702	1.325363784
703	1.322802147
704	1.321494244
705	1.319905214
706	1.319197601
707	1.318026916
708	1.316746884
709	1.315797006
710	1.314418483
711	1.313302799
712	1.312482077
713	1.31086848
714	1.308888036
715	1.307807128
716	1.305923449
717	1.304491082
718	1.303260863
719	1.302008821
720	1.299736028
721	1.29851663
722	1.296953342
723	1.2951542
724	1.294126988
725	1.293392286
726	1.290665563
727	1.289617878
728	1.287052759
729	1.285887764
730	1.284419477
731	1.283975788
732	1.283435581
733	1.281622236
734	1.280193365
735	1.278911754
736	1.277792397
737	1.275647294
738	1.274762278
739	1.273476505
740	1.272286305
741	1.271344764
742	1.270706997
743	1.269788868
744	1.268593236
745	1.26776448
746	1.266598781
747	1.266245478
748	1.264513666
749	1.262884029
750	1.261726082
751	1.259772609
752	1.258428497
753	1.256522678
754	1.255010856
755	1.253175809
756	1.251654074
757	1.250808821
758	1.25001102
759	1.248352646
760	1.247438688
761	1.246163377
762	1.245315697
763	1.244263403
764	1.243693399
765	1.242866734
766	1.241834206
767	1.240853196
768	1.239751489
769	1.238142616
770	1.236429366
771	1.235517904
772	1.234576785
773	1.233640177
774	1.232488493
775	1.231787152
776	1.231044114
777	1.228759775
778	1.228034822
779	1.226920232
780	1.225372843
781	1.223558231
782	1.221681473
783	1.22142932
784	1.220402294
785	1.219702923
786	1.218579631
787	1.217810189
788	1.217054497
789	1.215824724
790	1.215007517
791	1.213642107
792	1.213500988
793	1.212018154
794	1.211493636
795	1.210982636
796	1.208824426
797	1.207858821
798	1.206156529
799	1.205100334
800	1.204266477
801	1.204247437
802	1.203387086
803	1.202393105
804	1.200918154
805	1.200562093
806	1.199544781
807	1.198694001
808	1.197979363
809	1.197477071
810	1.196840606
811	1.196184208
812	1.193686593
813	1.193613073
814	1.193089825
815	1.191334692
816	1.189798051
817	1.188747113
818	1.187650974
819	1.186356489
820	1.185742965
821	1.184775738
822	1.183060354
823	1.182657669
824	1.181594599
825	1.179505842
826	1.178208251
827	1.17719139
828	1.176630376
829	1.175350458
830	1.172262804
831	1.170257841
832	1.169402533
833	1.168453875
834	1.167069968
835	1.166316856
836	1.16514715
837	1.163793415
838	1.163360819
839	1.161575939
840	1.161336995
841	1.160812445
842	1.158420848
843	1.156939553
844	1.155712461
845	1.154969194
846	1.153142997
847	1.15061281
848	1.149013194
849	1.148336219
850	1.147618708
851	1.145848175
852	1.144371288
853	1.143199438
854	1.142406838
855	1.140862638
856	1.140255014
857	1.138913078
858	1.137850476
859	1.136895592
860	1.134811955
861	1.133968082
862	1.133031161
863	1.132601648
864	1.131296095
865	1.130019559
866	1.12962972
867	1.128006741
868	1.126219302
869	1.125310924
870	1.123645579
871	1.121925105
872	1.120945201
873	1.120059106
874	1.117878914
875	1.11685042
876	1.115381551
877	1.114530608
878	1.11395768
879	1.112354036
880	1.110542735
881	1.109516163
882	1.109361115
883	1.108815667
884	1.107652178
885	1.106320449
886	1.104879404
887	1.103085489
888	1.10156642
889	1.101006608
890	1.09946885
891	1.098551231
892	1.097137518
893	1.095813292
894	1.094977814
895	1.094380156
896	1.093288817
897	1.092493683
898	1.091186691
899	1.090475364
900	1.089779858
901	1.08923449
902	1.088766992
903	1.087693433
904	1.086685517
905	1.086370477
906	1.084904948
907	1.083757581
908	1.082986024
909	1.082948835
910	1.082668635
911	1.08098162
912	1.079745668
913	1.078724972
914	1.077857348
915	1.077637083
916	1.076802342
917	1.075483449
918	1.074227475
919	1.072827203
920	1.072395357
921	1.070791003
922	1.069635744
923	1.069508808
924	1.068051765
925	1.066503672
926	1.065493491
927	1.064715737
928	1.063417054
929	1.062214329
930	1.061480165
931	1.060719892
932	1.059687358
933	1.059130471
934	1.058421585
935	1.05778643
936	1.057419127
937	1.057029211
938	1.055850471
939	1.053916738
940	1.053373624
941	1.052117271
942	1.051337305
943	1.050515017
944	1.049355402
945	1.048561768
946	1.047474396
947	1.047271434
948	1.046604132
949	1.045438423
950	1.043849121
951	1.043809331
952	1.043555174
953	1.042488889
954	1.041618781
955	1.041038513
956	1.039471338
957	1.038222462
958	1.037331844
959	1.03654909
960	1.035482097
961	1.035471344
962	1.034957965
963	1.034061004
964	1.033024849
965	1.032213345
966	1.032204816
967	1.031383494
968	1.030553765
969	1.02931362
970	1.028612837
971	1.027492912
972	1.026246692
973	1.024632616
974	1.022477844
975	1.021225987
976	1.020554981
977	1.019775687
978	1.018990231
979	1.017836687
980	1.017827456
981	1.016818888
982	1.016687969
983	1.015428059
984	1.014586348
985	1.013704589
986	1.012781091
987	1.012103986
988	1.010512764
989	1.009437049
990	1.00939841
991	1.008809635
992	1.00838758
993	1.007554094
994	1.006471779
995	1.0052226
996	1.00378272
997	1.00300832
998	1.002603088
999	1.001417646
